Zona,grandiente,Edad,Sexo,Instruccion,Hombres,Mujeres,Vivienda_Habitacion,Vivienda_Material,Tipo_Servicio,Paga_mes,Como_Purif_Agua,Tipo_Organizaciones,Tipo_actividad_sociocultural,Platos_tipicos,Acceso_educacion,Acceso_salud,Servio_trasporte,Actividad_Productiva,Tipos_Cultivos,Tipos_Animales,Area_Ocupada,Rol_Esposo,Rol_Esposa,Lugar_Venta_Productos,Tipo_financiamiento,Nivel_suficiencia_ecoomica,Ingreso_Mensual,RRNN_Finca,Grado_Importancia_RRNN,Cantidad_agua,Calidad_agua,Descarga_aguas_residuales,Manejo_residuos_solidos,Conflictos_tipos_tenencia_tierra,Uso_Agua
Santa Gertrudis,Alta,21,Femenino,Secundaria,2,1.0,Arrendada,"Adobe, Madera, Ladrillo","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",SI,50-200,"Agua, Suelo, Madera, Leña",Fundamental,Excelente,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,95,Masculino,Primaria,1,1.0,Propia,Bloque de hormigon,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,50-200,"Agua, Suelo, Madera, Leña",Muy importante,Mala,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,46,Masculino,Primaria,1,1.0,Propia,"Bloque de hormigon, Madera","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,100-300,"Agua, Suelo, Madera, Leña",Importante,Buena,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Zapotepamba,Baja,58,Masculino,Primaria,1,0.0,Propia,Adobe,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Mani ","Gallinas, Cerdos, Ganado caprino","0,10-2,00","Manejo de ganado caprino, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,50-200,"Agua, Suelo, Madera, Leña",Muy importante,Buena,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,71,Femenino,Primaria,1,1.0,Propia,Bloque de hormigon,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Creditos institucionales",Si,50-200,"Agua, Suelo, Madera, Leña",Muy importante,Regular,Excelente,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,76,Masculino,Primaria,1,0.0,Propia,"Adobe, Madera, Ladrillo","Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",No,50-200,"Agua, Suelo, Madera, Leña",Muy importante,Buena,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Santa Gertrudis,Alta,53,Femenino,Superior ,3,1.0,Propia,Bloque de hormigon,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba, Cafe","Gallinas, Cerdos, Ganado vacuno","0,25-2,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Bono de desarrollo",Si,50-200,"Agua, Suelo, Madera, Leña",Muy importante,Mala,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
Guaypira,Media,62,Masculino,Primaria,1,1.0,Arrendada,Ladrillo,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 1,50-9,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,NO,"Bus, Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Mani, Zarandaja","Gallinas, Cerdos, Ganado vacuno","0,25-6,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha, Loja","Recursos propios, Bono de desarrollo",En parte,100-300,"Agua, Suelo, Madera, Leña",Poco importante,Mala,Regular,"Pozo septico, inflitracion en el suelo","Clasifica, Deposita en contenedores",NO,"Consumo domestico, Riego, Ganaderia"
Zapotepamba,Baja,28,Femenino,Primaria,3,1.0,Propia,Bloque de hormigon,"Agua entubada,Pozo septico,Recoleccion basura,Energia elecrica,Gas,Internet,Telefonia","USD 2,50-8,00",Hervir,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",Si tiene,No,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Mani ","Gallinas, Cerdos, Ganado caprino","0,10-2,00","Manejo de ganado caprino, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Catacocha, Loja","Recursos propios, Creditos institucionales",Si,50-200,"Agua, Suelo, Madera, Leña",Poco importante,Muy mala,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
San Vicente de la Salera,Alta,37,Femenino,Primaria,3,2.0,Propia,"Adobe, Madera","Agua Entubada,Pozo Septico,Energia Electrica,Gas,Telefonia","USD 1,00-5,00",No realiza,"Junta de agua, comite barrial ","Religiosas, Culturales, Civicas","Seco de chivo, Humas, Miel con quesillo, caldo de gallina criolla, Mani frito",No tiene,No,"Ranchera, Camioneta",Sistema agropecuario ,"Maiz, Frejol, Haba","Gallinas, Cerdos, Ganado vacuno","0,10-1,00","Manejo de ganado vacuno, Siembra, Poscosecha","Manejo de animales menores, Ama de casa, Cosecha","Casanga, Catacocha ","Recursos propios, Bono de desarrollo",No,100-300,"Agua, Suelo, Madera, Leña",Poco importante,Mala,Buena,"Pozo septico, inflitracion en el suelo","Clasifica, Quema",NO,"Consumo domestico, Riego, Ganaderia"
